No,Classification,Name of Cultural Heritage,Korean,ccebAsno,heritage_url,img
58,National Treasure,"Stupa of Master Cheolgam at Ssangbongsa Temple, Hwasun",화순 쌍봉사 철감선사탑 ( 和順 雙峯寺 澈鑒禪師塔 ),00570000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00570000&sCcebCtcd=36&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stupa+of+Master+Cheolgam+at+Ssangbongsa+Temple,+Hwasun",newdataset/newdata/58/58.jpg
59,National Treasure,"Iron Seated Bhaisajyaguru Buddha and Stone Pedestal of Janggoksa Temple, Cheongyang",청양 장곡사 철조약사여래좌상 및 석조대좌 ( 靑陽 長谷寺 鐵造藥師如來坐像 및 石造臺座 ),00580000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00580000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Iron+Seated+Bhaisajyaguru+Buddha+and+Stone+Pedestal+of+Janggoksa+Temple,+Cheongyang",newdataset/newdata/59/59.jpg
60,National Treasure,"Stele of State Preceptor Jigwang at Beopcheonsa Temple Site, Wonju",원주 법천사지 지광국사탑비 ( 原州 法泉寺址 智光國師塔碑 ),00590000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00590000&sCcebCtcd=32&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stele+of+State+Preceptor+Jigwang+at+Beopcheonsa+Temple+Site,+Wonju",newdataset/newdata/60/60.jpg
61,National Treasure,Celadon Incense Burner with Lion-shaped Lid,청자 사자형뚜껑 향로 ( 靑磁 獅子形蓋 香爐 ),00600000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00600000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Incense+Burner+with+Lion-shaped+Lid,newdataset/newdata/61/61.jpg
62,National Treasure,Celadon Ewer in the Shape of a Fish-dragon,청자 어룡형 주전자 ( 靑磁 魚龍形 注子 ),00610000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00610000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Ewer+in+the+Shape+of+a+Fish-dragon,newdataset/newdata/62/62.jpg
63,National Treasure,"Mireukjeon Hall of Geumsansa Temple, Gimje",김제 금산사 미륵전 ( 金堤 金山寺 彌勒殿 ),00620000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00620000&sCcebCtcd=35&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Mireukjeon+Hall+of+Geumsansa+Temple,+Gimje",
64,National Treasure,"Iron Seated Vairocana Buddha of Dopiansa Temple, Cheorwon",철원 도피안사 철조비로자나불좌상 ( 鐵原 到彼岸寺 鐵造毘盧遮那佛坐像 ),00630000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00630000&sCcebCtcd=32&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Iron+Seated+Vairocana+Buddha+of+Dopiansa+Temple,+Cheorwon",newdataset/newdata/64/64.jpg
65,National Treasure,"Stone Lotus Basin of Beopjusa Temple, Boeun",보은 법주사 석련지 ( 報恩 法住寺 石蓮池 ),00640000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00640000&sCcebCtcd=33&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stone+Lotus+Basin+of+Beopjusa+Temple,+Boeun",newdataset/newdata/65/65.jpg
66,National Treasure,Celadon Incense Burner with Girin-shaped Lid,청자 기린형뚜껑 향로 ( 靑磁 麒麟形蓋 香爐 ),00650000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00650000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Incense+Burner+with+Girin-shaped+Lid,newdataset/newdata/66/66.jpg
67,National Treasure,"Celadon Kundika with Inlaid Willow, Lotus, Reed, and Mandarin Duck Design",청자 상감연지원앙문 정병 ( 靑磁 象嵌蓮池鴛鴦文 淨甁 ),00660000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00660000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Kundika+with+Inlaid+Willow,+Lotus,+Reed,+and+Mandarin+Duck+Design",newdataset/newdata/67/67.jpg
68,National Treasure,"Gakhwangjeon Hall of Hwaeomsa Temple, Gurye",구례 화엄사 각황전 ( 求禮 華嚴寺 覺皇殿 ),00670000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00670000&sCcebCtcd=36&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gakhwangjeon+Hall+of+Hwaeomsa+Temple,+Gurye",newdataset/newdata/68/68.jpg
69,National Treasure,Celadon Prunus Vase with Inlaid Cloud and Crane Design,청자 상감운학문 매병 ( 靑磁 象嵌雲鶴文 梅甁 ),00680000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00680000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Prunus+Vase+with+Inlaid+Cloud+and+Crane+Design,newdataset/newdata/69/69.jpg
70,National Treasure,Certificate of Meritorious Subject Issued to Sim Ji-baek,심지백 개국원종공신녹권 ( 沈之伯 開國原從功臣錄券 ),00690000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00690000&sCcebCtcd=21&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Certificate+of+Meritorious+Subject+Issued+to+Sim+Ji-baek,newdataset/newdata/70/70.jpg
71,National Treasure,Hunminjeongeum (The Proper Sounds for the Instruction of the People),훈민정음 ( 訓民正音 ),00700000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00700000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Hunminjeongeum+(The+Proper+Sounds+for+the+Instruction+of+the+People),newdataset/newdata/71/71.jpg
72,National Treasure,"Dongguk jeongun (Standard Rhymes of the Eastern State), Volumes 1 and 6","동국정운 권1, 6 ( 東國正韻 卷一, 六 )",00710000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00710000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Dongguk+jeongun+(Standard+Rhymes+of+the+Eastern+State),+Volumes+1+and+6",newdataset/newdata/72/72.jpg
73,National Treasure,"Gilt-bronze Standing Buddha Triad with Inscription of ""Gyemi Year""",금동계미명삼존불입상 ( 金銅癸未銘三尊佛立像 ),00720000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00720000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Buddha+Triad+with+Inscription+of+""Gyemi+Year""",newdataset/newdata/73/73.jpg
74,National Treasure,Portable Shrine of Gilt-bronze Buddha Triad,금동삼존불감 ( 金銅三尊佛龕 ),00730000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00730000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Portable+Shrine+of+Gilt-bronze+Buddha+Triad,newdataset/newdata/74/74.jpg
75,National Treasure,Celadon Duck-shaped Water Dropper,청자 오리모양 연적 ( 靑磁 鴨形 硯滴 ),00740000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00740000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Duck-shaped+Water+Dropper,newdataset/newdata/75/75.jpg
76,National Treasure,Bronze Incense Burner with Silver-inlaid Design of Pyochungsa Temple,표충사 청동 은입사 향완 ( 表忠寺 靑銅 銀入絲 香垸 ),00750000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00750000&sCcebCtcd=38&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Incense+Burner+with+Silver-inlaid+Design+of+Pyochungsa+Temple,newdataset/newdata/76/76.jpg
77,National Treasure,"Nanjung ilgi (War Diary), Imjin jangcho (Drafts of the Imjin War Reports) and Letters by Yi Sun-sin",이순신 난중일기 및 서간첩 임진장초 ( 李舜臣 亂中日記 및 書簡帖 壬辰狀草 ),00760000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00760000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Nanjung+ilgi+(War+Diary),+Imjin+jangcho+(Drafts+of+the+Imjin+War+Reports)+and+Letters+by+Yi+Sun-sin",newdataset/newdata/77/77.jpg
78,National Treasure,"Five-story Stone Pagoda in Tamni-ri, Uiseong",의성 탑리리 오층석탑 ( 義城 塔里里 五層石塔 ),00770000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00770000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Five-story+Stone+Pagoda+in+Tamni-ri,+Uiseong",newdataset/newdata/78/78.jpg
79,National Treasure,Gilt-bronze Pensive Maitreya Bodhisattva(1962-1),금동미륵보살반가사유상(1962-1) ( 金銅彌勒菩薩半跏思惟像(1962-1) ),00780000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00780000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Pensive+Maitreya+Bodhisattva(1962-1),newdataset/newdata/79/79.jpg
80,National Treasure,"Gold Seated Buddha from Guhwang-dong, Gyeongju",경주 구황동 금제여래좌상 ( 慶州 九黃洞 金製如來坐像 ),00790000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00790000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Seated+Buddha+from+Guhwang-dong,+Gyeongju",newdataset/newdata/80/80.jpg
81,National Treasure,"Gold Standing Buddha from Guhwang-dong, Gyeongju",경주 구황동 금제여래입상 ( 慶州 九黃洞 金製如來立像 ),00800000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00800000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Standing+Buddha+from+Guhwang-dong,+Gyeongju",newdataset/newdata/81/81.jpg
82,National Treasure,"Stone Standing Maitreya Bodhisattva of Gamsansa Temple, Gyeongju",경주 감산사 석조미륵보살입상 ( 慶州 甘山寺 石造彌勒菩薩立像 ),00810000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00810000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stone+Standing+Maitreya+Bodhisattva+of+Gamsansa+Temple,+Gyeongju",newdataset/newdata/82/82.jpg
83,National Treasure,"Stone Standing Amitabha Buddha of Gamsansa Temple, Gyeongju",경주 감산사 석조아미타여래입상 ( 慶州 甘山寺 石造阿彌陀如來立像 ),00820000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00820000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stone+Standing+Amitabha+Buddha+of+Gamsansa+Temple,+Gyeongju",newdataset/newdata/83/83.jpg
84,National Treasure,Gilt-bronze Pensive Maitreya Bodhisattva,금동미륵보살반가사유상(1962-2) ( 金銅彌勒菩薩半跏思惟像(1962-2) ),00830000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00830000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Pensive+Maitreya+Bodhisattva,newdataset/newdata/84/84.jpg
85,National Treasure,"Rock-carved Buddha Triad in Yonghyeon-ri, Seosan",서산 용현리 마애여래삼존상 ( 瑞山 龍賢里 磨崖如來三尊像 ),00840000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00840000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Rock-carved+Buddha+Triad+in+Yonghyeon-ri,+Seosan",newdataset/newdata/85/85.jpg
86,National Treasure,"Gilt-bronze Standing Buddha Triad with Inscription of ""Sinmyo Year""",금동신묘명삼존불입상 ( 金銅辛卯銘三尊佛立像 ),00850000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00850000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Buddha+Triad+with+Inscription+of+""Sinmyo+Year""",newdataset/newdata/86/86.jpg
87,National Treasure,"Ten-story Stone Pagoda from Gyeongcheonsa Temple Site, Gaeseong",개성 경천사지 십층석탑 ( 開城 敬天寺址 十層石塔 ),00860000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00860000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Ten-story+Stone+Pagoda+from+Gyeongcheonsa+Temple+Site,+Gaeseong",newdataset/newdata/87/87.jpg
88,National Treasure,Gold Crown and Diadem Ornaments from Geumgwanchong Tomb,금관총 금관 및 금제 관식 ( 金冠塚 金冠 및 金製 冠飾 ),00870000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00870000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Crown+and+Diadem+Ornaments+from+Geumgwanchong+Tomb,newdataset/newdata/88/88.jpg
89,National Treasure,Gold Waist Belt from Geumgwanchong Tomb,금관총 금제 허리띠 ( 金冠塚 金製 銙帶 ),00880000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00880000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Waist+Belt+from+Geumgwanchong+Tomb,newdataset/newdata/89/89.jpg
90,National Treasure,"Gold Buckle from Seogam-ri, Pyeongyang",평양 석암리 금제 띠고리 ( 平壤 石巖里 金製 鉸具 ),00890000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00890000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Buckle+from+Seogam-ri,+Pyeongyang",newdataset/newdata/90/90.jpg
91,National Treasure,"Gold Earrings from Bubuchong Tomb, Gyeongju",경주 부부총 금귀걸이 ( 慶州 夫婦塚 金製耳飾 ),00900000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00900000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Earrings+from+Bubuchong+Tomb,+Gyeongju",newdataset/newdata/91/91.jpg
92,National Treasure,Earthenware Funerary Objects in the Shape of a Warrior on Horseback,도기 기마인물형 명기 ( 陶器 騎馬人物形 明器 ),00910000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00910000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Earthenware+Funerary+Objects+in+the+Shape+of+a+Warrior+on+Horseback,newdataset/newdata/92/92.jpg
93,National Treasure,Bronze Kundika with Silver-inlaid Willow and Waterfowl Design,청동 은입사 포류수금문 정병 ( 靑銅 銀入絲 蒲柳水禽文 淨甁 ),00920000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00920000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Kundika+with+Silver-inlaid+Willow+and+Waterfowl+Design,newdataset/newdata/93/93.jpg
94,National Treasure,White Porcelain Jar with Grape and Monkey Design in Underglaze Iron,백자 철화포도원숭이문 항아리 ( 白磁 鐵畵葡萄猿文 壺 ),00930000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00930000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=White+Porcelain+Jar+with+Grape+and+Monkey+Design+in+Underglaze+Iron,newdataset/newdata/94/94.jpg
95,National Treasure,Celadon Melon-shaped Bottle,청자 참외모양 병 ( 靑磁 瓜形 甁 ),00940000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00940000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Melon-shaped+Bottle,newdataset/newdata/95/95.jpg
96,National Treasure,Celadon Incense Burner with Openwork Auspicious-character Design Lid,청자 투각칠보문뚜껑 향로 ( 靑磁 透刻七寶文蓋 香爐 ),00950000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00950000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Incense+Burner+with+Openwork+Auspicious-character+Design+Lid,newdataset/newdata/96/96.jpg
97,National Treasure,Celadon Ewer in the Shape of a Turtle-dragon,청자 구룡형 주전자 ( 靑磁 龜龍形 注子 ),00960000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00960000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Ewer+in+the+Shape+of+a+Turtle-dragon,newdataset/newdata/97/97.jpg
98,National Treasure,Celadon Prunus Vase with Incised Lotus and Scroll Design,청자 음각연화당초문 매병 ( 靑磁 陰刻蓮花唐草文 梅甁 ),00970000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00970000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Prunus+Vase+with+Incised+Lotus+and+Scroll+Design,newdataset/newdata/98/98.jpg
99,National Treasure,Celadon Jar with Inlaid Peony Design,청자 상감모란문 항아리 ( 靑磁 象嵌牡丹文 壺 ),00980000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00980000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Jar+with+Inlaid+Peony+Design,newdataset/newdata/99/99.jpg
100,National Treasure,"East and West Three-story Stone Pagodas from Galhangsa Temple Site, Gimcheon",김천 갈항사지 동·서 삼층석탑 ( 金泉 葛項寺址 東·西 三層石塔 ),00990000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=00990000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=East+and+West+Three-story+Stone+Pagodas+from+Galhangsa+Temple+Site,+Gimcheon",newdataset/newdata/100/100.jpg
101,National Treasure,"Seven-story Stone Pagoda from Namgyewon Temple Site, Gaeseong",개성 남계원지 칠층석탑 ( 開城 南溪院址 七層石塔 ),01000000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01000000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Seven-story+Stone+Pagoda+from+Namgyewon+Temple+Site,+Gaeseong",newdataset/newdata/101/101.jpg
102,National Treasure,"Stupa of State Preceptor Jigwang from Beopcheonsa Temple Site, Wonju",원주 법천사지 지광국사탑 ( 原州 法泉寺址 智光國師塔 ),01010000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01010000&sCcebCtcd=25&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stupa+of+State+Preceptor+Jigwang+from+Beopcheonsa+Temple+Site,+Wonju",newdataset/newdata/102/102.jpg
103,National Treasure,"Stupa of State Preceptor Hongbeop from Jeongtosa Temple Site, Chungju",충주 정토사지 홍법국사탑 ( 忠州 淨土寺址 弘法國師塔 ),01020000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01020000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stupa+of+State+Preceptor+Hongbeop+from+Jeongtosa+Temple+Site,+Chungju",newdataset/newdata/103/103.jpg
104,National Treasure,"Twin Lion Stone Lantern of Jungheungsanseong Fortress, Gwangyang",광양 중흥산성 쌍사자 석등 ( 光陽 中興山城 雙獅子 石燈 ),01030000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01030000&sCcebCtcd=24&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Twin+Lion+Stone+Lantern+of+Jungheungsanseong+Fortress,+Gwangyang",newdataset/newdata/104/104.jpg
105,National Treasure,"Stupa of Buddhist Monk Yeomgeo from Heungbeopsa Temple Site, Wonju (Presumed)",전 원주 흥법사지 염거화상탑 ( 傳 原州 興法寺址 廉居和尙塔 ),01040000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01040000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stupa+of+Buddhist+Monk+Yeomgeo+from+Heungbeopsa+Temple+Site,+Wonju+(Presumed)",newdataset/newdata/105/105.jpg
106,National Treasure,"Three-story Stone Pagoda in Beomhak-ri, Sancheong",산청 범학리 삼층석탑 ( 山淸 泛鶴里 三層石塔 ),01050000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01050000&sCcebCtcd=38&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Three-story+Stone+Pagoda+in+Beomhak-ri,+Sancheong",newdataset/newdata/106/106.jpg
107,National Treasure,"Buddhist Stele of Amitabha with Inscription of ""Gyeyu Year"", Offered by Jeon",계유명전씨아미타불비상 ( 癸酉銘全氏阿彌陀佛碑像 ),01060000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01060000&sCcebCtcd=33&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Buddhist+Stele+of+Amitabha+with+Inscription+of+""Gyeyu+Year"",+Offered+by+Jeon",newdataset/newdata/107/107.jpg
108,National Treasure,White Porcelain Jar with Grape Design in Underglaze Iron,백자 철화포도문 항아리 ( 白磁 鐵畵葡萄文 壺 ),01070000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01070000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=White+Porcelain+Jar+with+Grape+Design+in+Underglaze+Iron,newdataset/newdata/108/108.jpg
109,National Treasure,"Buddhist Stele of Buddha Triad and a Thousand Buddhas with Inscription of ""Gyeyu Year""",계유명삼존천불비상 ( 癸酉銘三尊千佛碑像 ),01080000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01080000&sCcebCtcd=33&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Buddhist+Stele+of+Buddha+Triad+and+a+Thousand+Buddhas+with+Inscription+of+""Gyeyu+Year""",newdataset/newdata/109/109.jpg
110,National Treasure,"Grotto of Amitabha Buddha Triad, Gunwi",군위 아미타여래삼존 석굴 ( 軍威 阿彌陀如來三尊 石窟 ),01090000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01090000&sCcebCtcd=22&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Grotto+of+Amitabha+Buddha+Triad,+Gunwi",newdataset/newdata/110/110.jpg
111,National Treasure,Portrait of Yi Je-hyeon,이제현 초상 ( 李齊賢 肖像 ),01100000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01100000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Portrait+of+Yi+Je-hyeon,newdataset/newdata/111/111.jpg
112,National Treasure,Portrait of An Hyang,안향 초상 ( 安珦 肖像 ),01110000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01110000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Portrait+of+An+Hyang,newdataset/newdata/112/112.jpg
113,National Treasure,"East and West Three-story Stone Pagodas at Gameunsa Temple Site, Gyeongju",경주 감은사지 동·서 삼층석탑 ( 慶州 感恩寺址 東·西 三層石塔 ),01120000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01120000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=East+and+West+Three-story+Stone+Pagodas+at+Gameunsa+Temple+Site,+Gyeongju",newdataset/newdata/113/113.jpg
114,National Treasure,Celadon Tube-shaped Bottle with Willow Design in Underglaze Iron,청자 철화양류문 통형 병 ( 靑磁 鐵畵楊柳文 筒形 甁 ),01130000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01130000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Tube-shaped+Bottle+with+Willow+Design+in+Underglaze+Iron,newdataset/newdata/114/114.jpg
